Date,Close,High,Low,Open,Volume,Daily Price Change,Daily Return,Daily Trading Range,20-Day Moving Average,5-Day Moving Average,5-Day Volatility
2021-09-20,139.41954040527344,141.272739448902,137.7906725361306,140.25836010441694,123478900,-0.8388196991434995,,3.4820669127714154,,,
2021-09-21,139.89749145507812,141.03868891632874,139.26350609481372,140.3851770808151,75834000,-0.4876856257369866,0.34281496583288273,1.775182821515017,,,
2021-09-22,142.25787353515625,142.82357564689215,140.16081684875996,140.89234513594866,76404300,1.3655283992075908,1.6872225910041116,2.662758798132188,,,
2021-09-23,143.2137451171875,143.457587900221,142.0530510886709,143.03817057425258,64838200,0.1755745429349247,0.6719287715171829,1.4045368115500878,,,
2021-09-24,143.30152893066406,143.83798604484667,141.97502355876833,142.07256662788618,53477900,1.2289623027778873,0.06129566223180838,1.8629624860783451,,141.61803588867187,
2021-09-27,141.78970336914062,142.36518367517027,140.2778899497781,141.8872464401241,74150700,-0.09754307098347681,-1.0549961140016384,2.0872937253921577,,142.09206848144532,0.9935881873458333
2021-09-28,138.41488647460938,141.18493622834916,138.20030368832178,139.72187989437663,108972300,-1.3069934197672524,-2.3801565377036815,2.984632540027377,,141.79554748535156,1.5711621452331146
2021-09-29,139.31228637695312,140.89238314094982,138.531986350207,138.96115210906663,74602000,0.3511342678864935,0.648340597749475,2.3603967907428114,,141.20643005371093,1.3048283876289957
2021-09-30,138.0150146484375,140.82408826037346,137.80043180958225,140.12181985738948,89056700,-2.1068052089519824,-0.9311969261673325,3.023656450791208,,140.16668395996095,1.161365779038347
2021-10-01,139.13668823242188,139.40004260947205,135.68388091891475,138.40515987182454,94639600,0.7315283605973377,0.8127185196781683,3.7161616905573,,139.3337158203125,1.3264618398999544
2021-10-04,135.7131805419922,138.70757798402593,134.86461215815257,138.26864893294908,98322000,-2.5554683909568894,-2.4605355596152068,3.842965825873364,,138.1184112548828,1.5772376268758779
2021-10-05,137.63465881347656,138.7368332577452,135.92775886392107,136.0545619084437,80861100,1.5800969050328604,1.415837624474392,2.809074393824119,,137.96236572265624,1.5774825584292778
2021-10-06,138.50271606445312,138.6490157972431,134.9621137010957,136.03502801816884,83221100,2.4676880462842803,0.6306966998428587,3.6869020961474064,,137.80045166015626,1.5754001031443325
2021-10-07,139.76089477539062,140.66799748439982,139.20494108139994,139.5365636274982,61732700,0.22433114789242836,0.9084144677365069,1.4630564029998823,,138.14962768554688,1.549243307242556
2021-10-08,139.38050842285156,140.6289820985626,139.04888585839274,140.48268240335435,58773200,-1.1021739805027835,-0.2721693740945108,1.5800962401698655,,138.19839172363282,1.528563401782418
2021-10-11,139.2927703857422,141.24351294952652,138.31739910385002,138.76607644203366,64452200,0.5266939437085227,-0.06294857014238486,2.926113845676497,,138.9143096923828,0.6951487804251636
2021-10-12,138.0247802734375,139.72193160685052,137.56635459515326,139.70242001460875,73035900,-1.677639741171248,-0.9103057601577258,2.155577011697261,,138.992333984375,0.7267117679715942
2021-10-13,137.4394989013672,137.91742105400974,135.7716083345949,137.76137304172593,78762700,-0.3218741403587444,-0.42404079246554094,2.1458127194148346,,138.77969055175782,0.6700528481314527
2021-10-14,140.21932983398438,140.33638447460456,138.02474508035556,138.6099736345154,69907100,1.6093561994689765,2.0225851773602033,2.3116393942489992,,138.87137756347656,1.1349468950139199
2021-10-15,141.2727508544922,141.3312707409973,139.97550546602724,140.22911148485912,67940300,1.0436393696330697,0.751266620483082,1.3557652749700537,139.59999237060546,139.24982604980468,1.1498587274012435
2021-10-18,142.94065856933594,143.2235096811566,139.63415065247935,139.9170017643,85589200,3.0236568050359267,1.1806294595067879,3.5893590286772508,139.7760482788086,139.97940368652343,1.192118309130111
2021-10-19,145.09620666503906,145.4961124077629,142.94064476173952,143.38930715549284,76378900,1.7068995095462185,1.5080020739218325,2.5554676460233736,140.03598403930664,141.39368896484376,0.925451033367138
2021-10-20,145.58387756347656,146.06181473584434,144.4719551618084,145.03767215675973,58418800,0.5462054067168367,0.33610175596341385,1.589859574035927,140.20228424072266,143.02256469726564,0.6541129676740168
2021-10-21,145.79849243164062,145.95455540585698,144.22814410067642,145.14499547046705,61421000,0.6534969611735733,0.14741664513675534,1.7264113051805623,140.3315216064453,144.13839721679688,0.5675416890979753
2021-10-22,145.02793884277344,146.481232332848,144.97916730862042,146.0033099939033,58883400,-0.9753711511298491,-0.5285058686244404,1.5020650242275906,140.41784210205077,144.88943481445312,0.8191763999538078
2021-10-25,144.9791717529297,145.69118854784608,143.98428898104416,145.0181800516583,50720600,-0.039008298728617774,-0.03362599664097354,1.7068995668019227,140.57731552124022,145.29713745117186,0.7550803125922787
2021-10-26,145.6424102783203,147.12496353769075,145.34003275537546,145.6521586308098,60893400,-0.009748352489481249,0.4574715922097461,1.7849307823152856,140.93869171142578,145.40637817382813,0.3859141031005096
2021-10-27,145.1840057373047,146.04232225315448,144.83287151805337,145.68143968000115,56094900,-0.49743394269646046,-0.31474660446748626,1.2094507351011146,141.23227767944337,145.32640380859374,0.3859179878821278
2021-10-28,148.8123779296875,149.39759166799496,146.03256430303534,146.1301073675776,100077900,2.682270562109892,2.499154210518184,3.365027364959616,141.77214584350585,145.92918090820314,1.2216276864959805
2021-10-29,146.11058044433594,146.24713179057537,142.80407331191392,143.59412144965486,124953200,2.5164589946810736,-1.8155730880317855,3.4430584786614418,142.12084045410157,146.1457092285156,1.559317594638228
2021-11-01,145.29127502441406,146.0130400607468,144.15984105888933,145.32053496464482,74588300,-0.02925994023075873,-0.5607433886240742,1.8531990018574618,142.59974517822266,146.2081298828125,1.5930122037121357
2021-11-02,146.32516479492188,147.83699285465968,144.98889637520205,144.9986596105235,69122000,1.3265051843983713,0.7115979747125856,2.848096479457638,143.0342704772949,146.3446807861328,1.61306635817276
2021-11-03,147.75897216796875,148.22714612515688,146.1301042293714,146.68605801297326,54511500,1.0729141549954875,0.9798775043625474,2.0970418957854804,143.4970832824707,146.85967407226562,1.6328422817333423
2021-11-04,147.24200439453125,148.67578599123124,146.92987854832478,147.8467296178319,60394600,-0.6047252233006475,-0.3498723399685155,1.7459074429064572,143.87113876342772,146.54559936523438,1.1164177872929446
2021-11-05,147.76950073242188,148.66815006608644,146.57781000839395,148.36534609443586,65463900,-0.5958453620139892,0.35825126128901097,2.0903400576924867,144.29058837890625,146.87738342285155,0.6656208737184418
2021-11-08,146.94900512695312,148.0527879681065,146.67550378830177,147.89649723038997,55020900,-0.9474921034368435,-0.5552536899711691,1.3772841798047182,144.67340011596679,147.20892944335938,0.6639975008663068
2021-11-09,147.3103790283203,147.91598686060686,146.57778313905698,146.7145337755314,56787900,0.5958452527889051,0.24591789584078594,1.3382037215498883,145.13768005371094,147.40597229003907,0.6098176307261404
2021-11-10,144.48748779296875,146.64621090035791,144.4191199061072,146.53876287411308,65187100,-2.0512750811443254,-1.9162880809700855,2.227090994250716,145.490079498291,146.75167541503907,0.9094588864356422
2021-11-11,144.43862915039062,145.96242651484354,144.25303577054234,145.5033467129879,41000000,-1.0647175625972807,-0.03381513743815345,1.7093907443012029,145.70104446411133,146.19100036621094,0.9283758314422277
2021-11-12,146.5094451904297,146.9099196974308,144.0576809080353,144.9856329096499,63804000,1.5238122807797936,1.4336995942289876,2.8522387893955,145.9628791809082,145.9389892578125,1.2207795822354286
2021-11-15,146.51918029785156,148.35555879375588,145.96240025846288,146.88058950641502,59222800,-0.36140920856345815,0.006644696121282934,2.393158535292997,146.14180526733398,145.8530242919922,1.2016026115885148
2021-11-16,147.4960174560547,147.97465228236786,145.87453448172622,146.46061733416252,59256200,1.0354001218921667,0.6666957569769094,2.100117800641641,146.26179580688478,145.89015197753906,1.2418131451615084
2021-11-17,149.92819213867188,151.4031464578267,147.4862059054811,147.4959684847215,88807000,2.4322236539503876,1.64897651107212,3.9169405523455794,146.47901153564453,146.9782928466797,0.7825171283742659
2021-11-18,154.20657348632812,154.98801222203343,149.49843081431837,150.14311888912806,137827700,4.063454597200064,2.853620314249561,5.489581407715065,146.8994155883789,148.9318817138672,1.0752714105238017
2021-11-19,156.82440185546875,157.2834965855034,152.897682743032,153.99168810581827,117305600,2.8327137496504804,1.6976113987596797,4.385813842471407,147.48923873901367,150.994873046875,1.0885253779782011
2021-11-22,157.28350830078125,161.85490096838612,157.26396823078883,157.9281815634673,117467900,-0.644673262686041,0.2927519186303851,4.590932737597285,148.10445556640624,153.14773864746093,1.0027723185010162
2021-11-23,157.66445922851562,158.04540862120066,155.36898538496055,157.38118037733318,96041900,0.28327885118244467,0.24220653001068015,2.6764232362401117,148.705558013916,155.18142700195312,1.0972728193498134
2021-11-24,158.18212890625,158.3774848564214,155.9354982175197,157.01974088138022,69463600,1.1623880248697844,0.32833631641997485,2.44198663890171,149.35546417236327,156.83221435546875,1.1633772376655769
2021-11-26,153.171142578125,156.72667394842426,152.73158803573577,155.86710492688786,76959800,-2.695962348762862,-3.167858697296244,3.995085912688495,149.57340240478516,156.62512817382813,1.809399578408374
2021-11-29,156.52154541015625,157.44949714116228,155.10518155763626,155.6717241177042,88748200,0.8498212924520487,2.187359038810044,2.3443155835260256,150.09395065307618,156.56455688476564,1.9409593838494354
2021-11-30,161.46417236328125,161.67906839694083,156.2090119296681,156.2773947152438,174048100,5.186777648037463,3.1577933505404054,5.470056467272741,150.90259552001953,157.40068969726562,2.42115028172717
2021-12-01,160.9464569091797,166.34813007275002,160.71202083002768,163.59356203535145,152052500,-2.647105126171766,-0.32063797591996845,5.636109242722341,151.63366012573243,158.05708923339844,2.451902452547505
2021-12-02,159.9598388671875,160.3896307699075,154.1381528340684,155.05634191629767,136739200,4.903496950889831,-0.6130101034463431,6.2514779358391195,152.24370346069335,158.41263122558593,2.4980385481390415
2021-12-03,158.08444213867188,161.13205157338396,156.01364225594332,160.21386222018816,118023100,-2.1294200815162867,-1.1724172403503985,5.118409317440637,152.78582534790038,159.39529113769532,1.9046662230196465
2021-12-06,161.4836883544922,163.98428011365826,160.46781363689186,160.47757621707362,107497000,1.0061121374185689,2.1502724555516384,3.5164664767663965,153.4715347290039,160.3877197265625,1.8972296473326506
2021-12-07,167.20770263671875,167.598429443289,164.4336093812365,165.15644279486372,120405400,2.0512598418550283,3.5446393010674093,3.164820062052513,154.48446960449218,161.53642578125,2.0288745613173456
2021-12-08,171.0172119140625,171.87679598965886,166.7388465074218,168.13567063026588,116998900,2.881541283796622,2.278309681474666,5.1379494822370475,155.6698112487793,163.55057678222656,2.029249789589232
2021-12-09,170.50924682617188,172.64842918211983,169.88409893762693,170.85113086564078,108923700,-0.34188403946890844,-0.2970257099886964,2.7643302444928963,156.97089920043945,165.66045837402345,1.9609815110542288
2021-12-10,175.2858123779297,175.4616431808398,170.63627480069655,171.1442122366866,115402700,4.141600141243089,2.8013527950348394,4.825368380143232,158.5132583618164,169.100732421875,1.4455821972626357
2021-12-13,171.66188049316406,177.90359710458122,171.4567470785072,176.9170250648393,153237000,-5.255144571675231,-2.0674416460769507,6.446850026074031,159.77088012695313,171.13637084960936,2.352029660580546
2021-12-14,170.28465270996094,173.61552681793418,168.2138523400571,171.1833022083099,139380400,-0.8986494983489592,-0.8022909799464628,5.401674477877094,160.9591537475586,171.75176086425782,2.080423159217579
2021-12-15,175.13929748535156,175.33465344975855,168.31149697974806,171.04652519555987,131063300,4.0927722897916965,2.850899771724791,7.023156470010491,162.34131774902343,172.57617797851563,2.2218168649376375
2021-12-16,168.26263427734375,176.9365751900634,166.78767978084602,175.11973661793166,150185800,-6.857102340587915,-3.926396477970895,10.148895409217374,163.25803985595704,172.12685546875,3.0020031380247527
2021-12-17,167.16867065429688,169.44460445182293,165.75232109747262,165.98674232333192,195432700,1.1819283309649506,-0.6501524404067704,3.692283354350309,163.90614471435546,170.50342712402343,2.4830120849241415
2021-12-20,165.81089782714844,166.62163920449956,163.5740445559153,164.375008447403,107499100,1.435889379745447,-0.8122172784135517,3.0475946485842655,164.35546951293946,169.3332305908203,2.399945542726651
2021-12-21,168.97572326660156,169.18084181030284,165.1955175809284,167.57889907243998,91185900,1.3968241941615815,1.908695677380834,3.9853242293744415,164.94008026123046,169.07144470214843,2.6547392497506577
2021-12-22,171.5641632080078,171.77905916260718,168.15514547795348,169.02449187439666,92135300,2.539671333611153,1.531841315052307,3.623913684653701,165.63506546020508,168.35641784667968,2.3307467688572134
2021-12-23,172.18934631347656,172.74612637491737,171.2027891594229,171.76933180091095,68356600,0.42001451256561495,0.36440192041200525,1.5433372154944607,166.3354263305664,169.14176025390626,1.2356490986840671
2021-12-27,176.14540100097656,176.233308952318,172.9610554465104,172.98058061033834,74919600,3.1648203906382264,2.2975025878185784,3.272253505807612,167.484139251709,170.93710632324218,1.271157577466648
2021-12-28,175.12948608398438,177.12215528727302,174.38712760111903,175.97930746687297,79144300,-0.8498213828885923,-0.5767479089542338,2.735027686153984,168.4145362854004,172.8008239746094,1.186059033161682
2021-12-29,175.21743774414062,176.4384311169709,174.00620695259946,175.16859502828655,62348900,0.04884271585407873,0.050220932021738385,2.4322241643714335,169.10219955444336,174.04916687011718,1.162250639301277
2021-12-30,174.06483459472656,176.37984846199373,173.95738656793606,175.30536819408863,59773000,-1.2405335993620668,-0.6578130374769731,2.422461894057676,169.75811843872071,174.54930114746094,1.1981804766732498
2021-12-31,173.44944763183594,175.07091555859822,173.14662874511,173.9573701608435,64062300,-0.5079225290075726,-0.35353893526134383,1.9242868134882087,170.43259887695314,174.80132141113282,1.2304451013985866
2022-01-03,177.78640747070312,178.6362290402615,173.58620196027948,173.70341256103026,104487900,4.082994909672863,2.5004172097871535,5.050027079982016,171.41769714355468,175.12952270507813,1.319058215743228
2022-01-04,175.52999877929688,178.69481886787932,174.96345608354855,178.39201490568885,99310400,-2.8620161263919783,-1.2691682809205074,3.73136278433077,172.12001266479493,175.20962524414062,1.449871677651879
2022-01-05,170.8609161376953,175.9890879826122,170.587414831676,175.4420853705736,94537600,-4.581169232878295,-2.659991268770101,5.401673150936205,172.30267333984375,174.33832092285155,1.891118955693343
2022-01-06,168.0086669921875,171.23209207239668,167.65702034880644,168.6924202141222,96904000,-0.683753221934694,-1.6693397237840024,3.5750717235902414,172.15224609375,173.12708740234376,1.9664292058385786
2022-01-07,168.17474365234375,170.0990304259398,167.06119827767387,168.878037036841,86709100,-0.7032933844972433,0.0988500552557614,3.0378321482659203,172.0355209350586,172.0721466064453,1.9959844574153585
2022-01-10,168.19427490234375,168.4970788622131,164.2675561955421,165.1564429133354,106765600,3.037831989008339,0.011613664201792773,4.229522666670988,171.6809440612793,170.15372009277343,1.1682504173785189
2022-01-11,171.0172119140625,171.1148824378415,166.85607200254188,168.32126400156088,76138300,2.695947912501623,1.6783787755901836,4.258810435299608,171.64871063232422,169.25116271972655,1.6880679656870936
2022-01-12,171.4567413330078,173.06844633316717,170.76322556870227,172.03304652412405,74805200,-0.5763051911162336,0.2570088788292235,2.305220764464906,171.70731506347656,169.37032775878907,1.1886187359327023
2022-01-13,168.19427490234375,172.52146809219963,167.80354809549323,171.70096415486904,84505800,-3.506689252525291,-1.902792742530679,4.717919996706399,171.36006393432618,169.4074493408203,1.2756804219117541
